,AC,Reserved,General,Female,Male
785,17_S05A17P2_parsed.csv,96,583,333,341
786,10_S05A10P37_parsed.csv,37,484,262,259
787,9_S05A9P22_parsed.csv,18,228,115,130
788,9_S05A9P3_parsed.csv,65,689,374,375
789,30_S05A30P25_parsed.csv,82,684,399,357
790,38_S05A38P10_parsed.csv,56,797,426,415
791,8_S05A8P33_parsed.csv,178,997,586,557
792,11_S05A11P17_parsed.csv,92,812,468,417
793,15_S05A15P6_parsed.csv,79,574,344,296
794,36_S05A36P17_parsed.csv,59,518,290,283
795,32_S05A32P20_parsed.csv,70,417,248,233
796,7_S05A7P21_parsed.csv,79,686,405,357
797,27_S05A27P33_parsed.csv,93,754,459,382
